,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
8304,42290,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,30-39,Black 30-44,52,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Black,West,"Cities over 500,000",Other,Version 2,0.42243868112564104,Black men,Non-white,California,Favorable,Major changes,Yes,Disapprove,Justified,Too tough,None,Whites are favored over minorities,Health care,Very important
8305,42292,The Republican candidate,The Republican candidate,Male,The Republican candidate,50-59,White 45-59,1,Attended college but received no degree,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,"Cities 50,000-500,000",Other,Version 2,0.089184857904911,White men,White,Wyoming,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Other,Whites are favored over minorities,The economy,Very important
8314,42307,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,45-49,White 45-59,19,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,"Cities over 500,000",Other,Version 2,0.675643384456635,White men,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,Gun policy,Very important
8315,42309,The Republican candidate,The Republican candidate,Male,The Democratic candidate,18-24,All others,39,Associate's degree (AA or AS),No,All Other,Something else,Independent Men,Conservative,Conservative Independents,Other,West,Suburbs,Other,Version 2,0.542903065681458,All other races,Non-white,California,Unfavorable,Major changes,No,Disapprove,Politically motivated,Not tough enough,Catholic,Minorities are favored over whites,The economy,Not at all important
8316,42310,Did not vote,,Male,The Democratic candidate,45-49,White 45-59,6,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Liberal,Liberal Independents,White,South,Suburbs,White suburban men,Version 2,0.45342358946800204,White men,White, Virginia,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
8320,42320,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,All others,52,Bachelor's degree (BA or BS),No,All Other,Independent,Independent Men,Moderate,Moderate Independents,Other,West,"Cities over 500,000",Other,Version 2,0.75825446844101,All other races,Non-white,California,Unfavorable,Major changes,Yes,Disapprove,Politically motivated,Too tough,Muslim,Whites are favored over minorities,Health care,Very important
8324,42328,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,38,Bachelor's degree (BA or BS),Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.579501032829285,Latino women,Non-white,California,Omit,Minor changes,Yes,Approve,Politically motivated,Too tough,Catholic,Whites are favored over minorities,Immigration,Somewhat important
8334,42352,The Republican candidate,The Republican candidate,Male,The Democratic candidate,45-49,Latino 45-59,39,Bachelor's degree (BA or BS),Yes,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,Hispanic/Latino,West,Suburbs,Other,Version 2,0.755639135837555,Latino men,Non-white,California,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,The economy,Not at all important
8336,42356,The Democratic candidate,,Female,,18-24,Black 18-29,6,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,South,"Cities 50,000-500,000",Other,Version 2,0.0387911945581436,Black women,Non-white, North Carolina,Omit,Major changes,Yes,Omit,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
8347,42377,The Republican candidate,The Republican candidate,Female,Did not vote,25-29,White 18-29,12,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 2,0.384900033473969,White women,White,California,Unfavorable,Minor changes,Omit,Omit,Omit,Too tough,Other Christian,Whites are favored over minorities,The economy,Very important
8348,42381,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,2,Bachelor's degree (BA or BS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 2,1.4747858047485398,White men,White,Minnesota,Favorable,Minor changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Health care,Very important
8352,42388,The Democratic candidate,,Male,The Democratic candidate,50-59,Black 45-59,12,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,East,"Cities 50,000-500,000",Other,Version 2,0.7040802240371701,Black men,Non-white,New Jersey,Unfavorable,Major changes,Yes,Disapprove,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
8356,42396,The Democratic candidate,,Female,The Democratic candidate,65 or over,Black 60+,6,Never attended college,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.449404209852219,Black women,Non-white, Virginia,Favorable,Major changes,Yes,Disapprove,Justified,Not tough enough,Other,Whites are favored over minorities,Health care,Somewhat important
8359,42399,The Democratic candidate,,Male,The Democratic candidate,50-59,White 45-59,3,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,0.398425459861755,White men,White, Virginia,Unfavorable,No changes at all,Yes,Approve,Politically motivated,Too tough,Muslim,Whites are favored over minorities,Gun policy,Very important
8360,42400,The Republican candidate,The Republican candidate,Female,The Democratic candidate,45-49,White 45-59,39,Attended college but received no degree,No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,Suburbs,White suburban women,Version 2,0.6628434658050539,White women,White,California,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,Immigration,Not at all important
8367,42420,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,50-59,White 45-59,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,West,Rural,Other,Version 2,0.396377414464951,White men,White,California,Unfavorable,Major changes,Omit,Approve,Justified,Omit,Protestant,Whites are favored over minorities,The economy,Somewhat important
8372,42431,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,All others,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Other,Democrat,Democratic Women,Liberal,Liberal Democrats,Asian,West,Suburbs,Other,Version 2,0.352399289608002,All other races,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,None,Whites are favored over minorities,The economy,Very important
8381,42453,Other,,Female,The Republican candidate,65 or over,White 60+,3,Attended college but received no degree,No,White Independent,Independent,Independent Women,Liberal,Liberal Independents,White,South,"Cities 50,000-500,000",Other,Version 2,0.8215538859367371,White women,White, Virginia,Unfavorable,Major changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,The economy,Not at all important
8383,42457,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,1,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,West,"Cities 50,000-500,000",Other,Version 2,0.089184857904911,White women,White,Wyoming,Unfavorable,Minor changes,No,Disapprove,Politically motivated,About right,Other Christian,No group is favored,The economy,Not at all important
8385,42460,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,50-59,White 45-59,12,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,West,"Cities over 500,000",Other,Version 2,0.35722666978836104,White women,White,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Other,Whites are favored over minorities,Gun policy,Very important
8387,42464,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,Latino 60+,48,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.745616853237152,Latino men,Non-white,California,Unfavorable,Major changes,Yes,Approve,Justified,Too tough,Catholic,Whites are favored over minorities,Health care,Very important
8390,42470,The Republican candidate,,Male,The Republican candidate,18-24,White 18-29,3,Attended college but received no degree,No,White Independent,Independent,Independent Men,Conservative,Conservative Independents,White,West,"Cities 50,000-500,000",Other,Version 2,0.11299389600753801,White men,White, Utah,Unfavorable,Minor changes,No,Approve,Justified,About right,Other Christian,No group is favored,The economy,Not at all important
8393,42476,The Democratic candidate,,Female,The Democratic candidate,65 or over,Black 60+,6,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Black,South,Suburbs,Other,Version 2,0.449404209852219,Black women,Non-white, Virginia,Favorable,Minor changes,Yes,Disapprove,Politically motivated,Too tough,Other Christian,Whites are favored over minorities,Health care,Very important
8399,42489,The Republican candidate,The Republican candidate,Male,The Democratic candidate,50-59,White 45-59,52,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,West,"Cities over 500,000",Other,Version 2,0.755639135837555,White men,White,California,Unfavorable,Major changes,No,Approve,Justified,About right,Other Christian,Whites are favored over minorities,Immigration,Somewhat important
8400,42492,The Democratic candidate,,Male,The Democratic candidate,60-64,Black 60+,3,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 2,0.48665285110473605,Black men,Non-white, Virginia,Favorable,Omit,Yes,Approve,Justified,Too tough,Other Christian,Whites are favored over minorities,Health care,Not too important
8401,42494,The Democratic candidate,,Male,,45-49,White 45-59,6,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,South,"Cities 50,000-500,000",Other,Version 2,0.0752495974302292,White men,White, North Carolina,Unfavorable,Minor changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,The economy,Very important
8402,42499,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,25-29,Latino 18-29,14,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Hispanic/Latino,West,Suburbs,Other,Version 2,0.253187835216522,Latino women,Non-white,California,Omit,Omit,Yes,Omit,Omit,Too tough,None,Whites are favored over minorities,Gun policy,Very important
8405,42506,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,60-64,Black 60+,48,Never attended college,No,Black Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,Black,West,Suburbs,Other,Version 2,0.6251168847084051,Black men,Non-white,California,Favorable,Major changes,Yes,Approve,Justified,Too tough,Protestant,Whites are favored over minorities,Health care,Very important
