ID,SENIN18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRAUNLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,DONNELLYLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBRAUN,FAVDEM2,FAVDONNELLY,FAVMCONL,FAVPARTY,FAVPELOSI,FAVPENCE,FAVREP2,FAVSENIN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVIN18,KAVIN18A,KAVIN18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN_1,TIME18SENMONTH_1,TIME18SENWEEK_1,TIME18SEN_2,TRADE18,TRADEBRAUN,TRADEDONNELLY,TRADEIN18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
55120,Mike Braun, ,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, , ,Call 3,5, ,The Republican Party, ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable, ,Only Republican Party, , ,Favorable,Only Mike Braun,Worse,Donald Trump was not a factor,No,2, , , ,No, , , , , , , , , , ,No, , , ,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,102,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest, ,The Republican candidate,Female,White women,Somewhat serious,Serious, ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , ,No impact, , , ,Strongly or somewhat approve,Somewhat approve, ,Version 2, , ,.988150179386139, , ,Somewhat important,Important
55122,Lucy Brenton, ,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete, , ,Call 3,3, ,The Democratic Party, ,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Favorable,Favorable, ,Only Democratic Party, , ,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,2, , , ,Yes, , , , , , , , , , ,No, , , ,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,Independent Women,All others,Liberal,115,Moderate/Liberal Republicans,Liberal Independents,Other,Asian,State questionnaire,Shares my view of government,Asian,Non-white,Asian,Midwest, ,Other,Female,All other races,Very serious,Serious, ,Suburbs,Suburbs,Indiana,Other, ,Election day exit poll, , , , ,Hurt, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,.618210554122925, , ,Very important,Important
55132,Joe Donnelly, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , ,Call 3,5, ,The Democratic Party, ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable, ,Only Democratic Party, , ,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,2, , , ,Yes, , , , , , , , , , ,No, , , ,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,20,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Is my party's candidate,White,White,White,Midwest, ,The Democratic candidate,Female,White women,Very serious,Serious, ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , ,Hurt, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,.715752601623535, , ,Very important,Important
55143,Mike Braun, ,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 1,6, , , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates, , , , , , , , , , , , ,5, ,Major changes, , ,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care, , , ,No,No,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,12,Independent/Something else,Conservative Republicans,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women, , ,Non married women,Suburbs,Suburbs,Indiana,White suburban women,No impact,Election day exit poll,Before that,Before that,Before that, , ,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,About right,Version 1, ,Donald Trump,1.61042010784149,No,White Born-again/Evangelical Christians, , 
55145,Lucy Brenton, ,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 3,6, , , ,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates, , , , , , , , , , , , ,5, ,Major changes, , ,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care, , , ,No,No,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,6,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire, ,White,White,White,Midwest,Justified,Other,Male,White men, , ,Non married men,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Other,Helped,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1, ,Donald Trump,.774819672107697,Yes,White Born-again/Evangelical Christians, , 
55146,Mike Braun, ,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete, ,Yes,Call 3,6, , , ,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates, , , , , , , , , , , , ,2, ,Minor changes, , ,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy, , , ,No,No,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,14,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men, , ,Non married men,Suburbs,Suburbs,Indiana,White suburban men,Helped,Election day exit poll,In the last week,In the last month,In the last week, , ,Trust Mike Braun,Trust Joe Donnelly,Both of them,Strongly or somewhat approve,Strongly approve,About right,Version 1, ,Donald Trump,.589462041854858,No,White Born-again/Evangelical Christians, , 
55152,Mike Braun, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , ,Call 3,6, ,The Republican Party, ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable, ,Only Republican Party, , ,Favorable,Only Mike Braun,Better,Donald Trump was not a factor,No,5, , , ,No, , , , , , , , , , ,No, , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,19,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest, ,The Republican candidate,Male,White men,Somewhat serious,Serious, ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , ,Omit, , , ,Strongly or somewhat approve,Somewhat approve, ,Version 2, , ,.794059813022614, , ,Somewhat important,Important
55167,Mike Braun, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete, , ,Call 3,4, , , ,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites, , , , , ,Unfavorable, , , , , , ,4, ,Major changes, ,No, , , , , , ,Health care, , , ,No, , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Something else,Independent Women,All others,Conservative,85,Moderate/Liberal Republicans,Conservative Independents,Other,Other,National questionnaire, ,Other,Non-white,Other,Midwest,Politically motivated,The Republican candidate,Female,All other races, , , ,Suburbs,Suburbs,Indiana,Other, ,Election day exit poll, , , , , , , , , , ,Not tough enough,Version 2, , ,2.09816718101501, , , , 
55170,Mike Braun, ,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 3,5, , , ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates, , , , , , , , , , , , ,4, ,Major changes, , ,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy, , , ,No,Yes,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,29,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire, ,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men, , ,Married men,Suburbs,Suburbs,Indiana,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that, , ,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,About right,Version 1, ,Other,1.32725346088409,No,White Born-again/Evangelical Christians, , 
55172,Joe Donnelly, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , ,Call 3,6, ,The Democratic Party, ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable, ,Both parties, , ,Favorable,Only Joe Donnelly,Worse,Donald Trump was not a factor,No,2, , , ,No, , , , , , , , , , ,No, , , ,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,15,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest, ,The Democratic candidate,Male,White men,Very serious,Serious, ,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other, ,Election day exit poll, , , , ,No impact, , , ,Strongly or somewhat approve,Somewhat approve, ,Version 2, , ,.812734186649323, , ,Very important,Important
55173,Joe Donnelly, ,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, , ,Call 3,5, ,The Democratic Party, ,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable, ,Only Democratic Party, , ,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,Yes,4, , , ,Yes, , , , , , , , , , ,No, , , ,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,31,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest, ,The Democratic candidate,Female,White women,Very serious,Serious, ,Suburbs,Suburbs,Indiana,White suburban women, ,Election day exit poll, , , , ,Hurt, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,.56064909696579, , ,Very important,Important
55178,Joe Donnelly, ,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete, , ,Call 3,5, ,The Democratic Party, ,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Favorable,Favorable, ,Only Democratic Party, , ,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,2, , , ,Yes, , , , , , , , , , ,No, , , ,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,20,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Shares my view of government,Black,Non-white,Black,Midwest, ,The Democratic candidate,Male,Black men,Not too serious,Not serious, ,Rural,Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , ,Helped, , , ,Strongly or somewhat disapprove,Strongly disapprove, ,Version 2, , ,1.01934313774109, , ,Very important,Important
55181,Mike Braun, ,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, , ,Call 1,6, ,The Republican Party, ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Favorable, ,Only Republican Party, , ,Favorable,Both,Better,Donald Trump was not a factor,No,5, , , ,No, , , , , , , , , , ,No, , , ,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,12,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest, ,The Republican candidate,Female,White women,Somewhat serious,Serious, ,Suburbs,Suburbs,Indiana,White suburban women, ,Election day exit poll, , , , ,Helped, , , ,Strongly or somewhat approve,Somewhat approve, ,Version 2, , ,1.93415427207947, , ,Very important,Important
55189,Joe Donnelly, ,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete, ,No,Call 3,5, , , ,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites, , , , , , , , , , , , ,4, ,Major changes, , ,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Health care, , , ,No,Yes,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Moderate,24,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire, ,Asian,Non-white,Asian,Midwest,Justified,The Democratic candidate,Male,All other races, , ,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,No impact,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1, ,Didn't vote,.578802824020386,No,All others, , 
55192,Mike Braun, ,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, , ,Call 3,6, ,The Republican Party, ,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable, ,Only Republican Party, , ,Favorable,Only Mike Braun,About the same,To express support for Donald Trump,No,5, , , ,No, , , , , , , , , , ,No, , , ,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,6,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest, ,The Republican candidate,Female,White women,Not too serious,Not serious, ,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Other, ,Election day exit poll, , , , ,Helped, , , ,Strongly or somewhat approve,Strongly approve, ,Version 2, , ,.830136954784393, , ,Not at all important,Not important
55196,Joe Donnelly, ,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, , ,Call 3,4, , , ,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates, , , , , , , , , , , , ,2, ,Minor changes, , ,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care, , , ,No,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,7,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire, ,White,White,White,Midwest,Justified,The Democratic candidate,Female,White women, , ,Non married women,Suburbs,Suburbs,Indiana,White suburban women,Omit,Election day exit poll,Before that,Before that,Before that, , ,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1, ,Hillary Clinton,1.32077479362488,No,All others, , 
