,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,TRACK,FAVDEM2,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPH,INCOME18GEN,INCWHITE,LGBT,NEC,TAXCUTS18,TRADE18,UNITED18
11401,50149,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,60-64,White 60+,2,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,White Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,White,East,Suburbs,White suburban women,Version 4,1.23279881477356,White women,White, Maryland,Generally going in the right direction,Omit,Omit,Omit,About the same,Omit,"$50,000-$99,999","Over $50,000 and white",No,Good,Omit,Omit,Staying about the same
11404,50156,The Democratic candidate,,Male,The Democratic candidate,65 or over,White 60+,4,Attended college but received no degree,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 4,0.675821244716644,White men,White,Missouri,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Worse,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Good,No impact,No impact,Becoming more divided
11411,50184,The Republican candidate,,Male,The Republican candidate,50-59,White 45-59,5,Never attended college,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 4,0.585006654262543,White men,White,Missouri,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,Helped,Becoming more divided
11416,50191,The Democratic candidate,,Female,The Democratic candidate,30-39,White 30-44,1,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,"Cities 50,000-500,000",Other,Version 4,0.327564626932144,White women,White,Missouri,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"Under $30,000","Under $50,000 and white",Yes,Good,No impact,Hurt,Becoming more divided
11419,50200,The Republican candidate,The Democratic candidate,Male,,18-24,Black 18-29,2,Attended college but received no degree,No,Black Democrat,Democrat,Democratic Men,Conservative,Mod/Conserv. Democrats,Black,South,"Cities 50,000-500,000",Other,Version 4,0.0806266739964485,Black men,Non-white,Arkansas,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,Better,Donald Trump was not a factor,"Under $30,000","Under $50,000 and non white",No,Not so good,No impact,Helped,Becoming more united
11422,50211,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,4,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 4,1.3723781108856201,White men,White, Maryland,Generally going in the right direction,Unfavorable,Neither party,Unfavorable,Better,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,Helped,No impact,Becoming more divided
11425,50216,The Democratic candidate,The Democratic candidate,Male,The Democratic candidate,65 or over,White 60+,6,Bachelor's degree (BA or BS),No,White Democrat,Democrat,Democratic Men,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban men,Version 4,0.705168724060059,White men,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,Hurt,Becoming more divided
11442,50268,The Republican candidate,The Republican candidate,Male,The Republican candidate,65 or over,White 60+,4,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Men,Conservative,Conservative Republicans,White,East,Suburbs,White suburban men,Version 4,1.3723781108856201,White men,White, Maryland,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,About the same,To express support for Donald Trump,"$100,000-$199,999","Over $50,000 and white",No,Excellent,Helped,No impact,Becoming more divided
11444,50270,The Democratic candidate,,Male,The Democratic candidate,25-29,White 18-29,3,Never attended college,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 4,0.304159164428711,White men,White,Missouri,Generally going in the right direction,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,No impact,Staying about the same
11452,50296,The Democratic candidate,The Republican candidate,Male,The Republican candidate,45-49,White 45-59,1,Never attended college,No,White Democrat,Democrat,Democratic Men,Moderate,Mod/Conserv. Democrats,White,Midwest,Suburbs,White suburban men,Version 4,0.37634643912315396,White men,White,Wisconsin,Generally going in the right direction,Favorable,Only Democratic Party,Unfavorable,Better,To express support for Donald Trump,"$30,000-$49,999","Under $50,000 and white",No,Excellent,No impact,Hurt,Staying about the same
11453,50298,The Democratic candidate,,Female,The Democratic candidate,25-29,Black 18-29,1,Bachelor's degree (BA or BS),No,Black Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,Black,Midwest,"Cities 50,000-500,000",Other,Version 4,0.27332377433776894,Black women,Non-white,Missouri,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Worse,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and non white",No,Not so good,No impact,Hurt,Staying about the same
11456,50306,The Democratic candidate,,Female,The Democratic candidate,50-59,White 45-59,3,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 4,0.310324400663376,White women,White,Missouri,Omit,Favorable,Only Democratic Party,Unfavorable,Better,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,Helped,Hurt,Becoming more divided
11457,50307,The Democratic candidate,,Female,The Democratic candidate,50-59,White 45-59,3,Attended college but received no degree,No,White Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,Midwest,Suburbs,White suburban women,Version 4,0.310324400663376,White women,White,Missouri,Omit,Favorable,Only Democratic Party,Unfavorable,Better,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Good,Helped,Hurt,Becoming more divided
11458,50308,The Republican candidate,The Democratic candidate,Female,The Republican candidate,65 or over,White 60+,3,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Conservative,Conservative Republicans,White,Midwest,Rural,Other,Version 4,0.938967406749725,White women,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,Donald Trump was not a factor,"$50,000-$99,999","Over $50,000 and white",No,Not so good,Hurt,Hurt,Becoming more united
11460,50315,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,2,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,"Cities 50,000-500,000",Other,Version 4,0.186051592230797,Latino women,Non-white, Nebraska,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$100,000-$199,999","Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
11461,50316,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,30-39,Latino 30-44,2,Associate's degree (AA or AS),Yes,Latino Democrat,Democrat,Democratic Women,Moderate,Mod/Conserv. Democrats,Hispanic/Latino,Midwest,"Cities 50,000-500,000",Other,Version 4,0.186051592230797,Latino women,Non-white, Nebraska,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$100,000-$199,999","Over $50,000 and non white",No,Good,No impact,No impact,Becoming more divided
11462,50321,The Republican candidate,,Female,The Republican candidate,30-39,White 30-44,5,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,"Cities 50,000-500,000",Other,Version 4,0.5111431479454039,White women,White,Missouri,Generally going in the right direction,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,"$100,000-$199,999","Over $50,000 and white",No,Good,No impact,Helped,Becoming more divided
11469,50343,The Republican candidate,The Republican candidate,Male,The Republican candidate,30-39,White 30-44,3,Attended college but received no degree,No,All Republicans,Republican,Republican Men,Moderate,Mod./Liberal Republicans,White,Midwest,Rural,Other,Version 4,0.32661971449852,White men,White, Nebraska,Generally going in the right direction,Favorable,Both parties,Favorable,Better,Donald Trump was not a factor,"Under $30,000","Under $50,000 and white",No,Good,No impact,Helped,Staying about the same
11470,50351,The Democratic candidate,The Republican candidate,Female,The Democratic candidate,18-24,Latino 18-29,2,Attended college but received no degree,Yes,Latino Democrat,Democrat,Democratic Women,Liberal,Liberal Democrats,White,East,Suburbs,Other,Version 4,0.630307137966156,Latino women,Non-white, Maryland,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and non white",Yes,Not so good,No impact,Hurt,Becoming more divided
11471,50353,The Republican candidate,The Republican candidate,Female,The Republican candidate,45-49,White 45-59,9,Bachelor's degree (BA or BS),No,All Republicans,Republican,Republican Women,Moderate,Mod./Liberal Republicans,White,Midwest,Suburbs,White suburban women,Version 4,1.1680029630661,White women,White, Michigan,Omit,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,$200.000 or more,"Over $50,000 and white",No,Good,Helped,Helped,Becoming more divided
11482,50391,The Democratic candidate,The Republican candidate,Male,,45-49,White 45-59,2,Associate's degree (AA or AS),No,White Independent,Something else,Independent Men,Moderate,Moderate Independents,White,East,Rural,Other,Version 4,1.2071104049682602,White men,White,New Hampshire,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"Under $30,000","Under $50,000 and white",No,Not so good,Hurt,Hurt,Becoming more divided
11487,50405,The Democratic candidate,,Female,The Democratic candidate,25-29,White 18-29,1,Attended college but received no degree,No,White Independent,Something else,Independent Women,Liberal,Liberal Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 4,0.280519932508469,White women,White,Missouri,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,Better,To express opposition to Donald Trump,"$30,000-$49,999","Under $50,000 and white",No,Not so good,No impact,Hurt,Becoming more divided
11490,50410,The Republican candidate,The Republican candidate,Male,Other,60-64,Latino 60+,3,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Yes,Latino Independent,Independent,Independent Men,Conservative,Conservative Independents,Other,Midwest,Rural,Other,Version 4,0.5806103348731989,Latino men,Non-white, Nebraska,Seriously off on the wrong track,Unfavorable,Neither party,Unfavorable,Better,To express support for Donald Trump,"$100,000-$199,999","Over $50,000 and non white",Yes,Excellent,Helped,Helped,Becoming more united
11494,50430,The Democratic candidate,,Male,The Democratic candidate,50-59,White 45-59,2,Associate's degree (AA or AS),No,White Independent,Independent,Independent Men,Moderate,Moderate Independents,White,Midwest,Suburbs,White suburban men,Version 4,0.52927041053772,White men,White,Missouri,Seriously off on the wrong track,Omit,Omit,Unfavorable,About the same,Donald Trump was not a factor,"$30,000-$49,999","Under $50,000 and white",No,Good,No impact,No impact,Becoming more divided
11498,50444,The Democratic candidate,The Democratic candidate,Female,The Democratic candidate,40-44,White 30-44,3,Attended college but received no degree,No,White Independent,Independent,Independent Women,Moderate,Moderate Independents,White,Midwest,"Cities 50,000-500,000",Other,Version 4,0.35623094439506503,White women,White,Wisconsin,Seriously off on the wrong track,Favorable,Only Democratic Party,Unfavorable,About the same,To express opposition to Donald Trump,"$50,000-$99,999","Over $50,000 and white",No,Good,No impact,Omit,Becoming more divided
